生徒数,訪問数,説明会,電話,A資料,B資料,C資料,販促品,エリア,販売数
1,2,0,0,2,9,9,0,西,0
7,0,0,0,9,9,9,0,西,1
15,9,0,0,3,3,3,1,西,9
14,8,0,0,3,3,3,1,西,3
5,6,0,0,9,9,9,0,西,0
9,8,0,0,2,2,2,2,西,0
5,0,0,0,9,9,9,0,西,0
2,5,0,0,9,2,9,0,西,0
9,1,0,0,2,2,3,1,西,2
3,9,0,0,2,2,2,2,西,3
2,20,0,0,2,2,2,2,西,2
2,10,0,0,2,9,2,1,西,1
14,2,0,0,9,9,9,0,西,7
4,3,0,0,9,9,9,0,西,0
3,2,0,0,9,9,9,0,西,0
13,3,0,0,1,1,1,1,西,1
15,3,0,0,1,1,1,1,西,0
3,12,0,0,1,1,3,0,西,1
0,2,0,0,3,3,3,1,西,0
6,7,0,0,9,9,9,1,西,0
0,3,0,0,2,2,2,1,西,15
14,3,0,0,2,2,2,0,西,1
3,4,0,0,1,9,9,0,西,0
4,6,0,0,9,1,9,0,西,0
1,5,0,0,1,9,9,0,西,0
7,2,0,0,9,9,9,0,西,7
0,0,0,0,9,9,9,0,西,0
2,4,0,0,9,2,9,1,西,0
9,6,0,0,1,2,2,1,西,6
6,3,0,0,1,3,9,1,西,2
2,3,0,0,9,9,9,0,西,0
7,9,0,0,1,1,1,1,西,7
0,0,0,0,9,9,9,0,西,0
0,5,0,0,9,9,9,0,西,0
0,7,0,0,9,9,9,0,西,0
6,7,0,0,9,9,9,0,西,0
5,11,0,0,2,2,2,1,西,5
4,4,0,0,3,3,3,1,西,13
3,3,0,0,9,9,9,1,西,0
11,4,0,0,3,3,9,1,西,6
5,13,0,0,2,2,2,1,西,7
5,8,0,0,2,2,3,2,西,0
9,3,0,0,9,9,9,1,西,4
0,0,0,0,9,9,9,0,西,1
5,17,0,0,1,1,9,0,西,10
3,12,0,0,1,1,9,0,西,0
13,11,0,0,1,2,2,1,西,0
30,11,0,0,2,2,2,1,西,8
7,6,0,0,1,1,1,1,西,7
7,0,0,0,9,9,9,0,西,1
15,0,0,0,9,9,9,0,西,0
29,9,0,0,1,1,1,3,西,15
4,3,0,0,1,1,9,1,西,0
0,0,0,0,9,9,9,0,西,0
1,3,0,0,1,9,9,1,西,0
1,5,0,0,2,2,9,1,西,0
9,1,0,0,2,2,3,1,西,15
2,5,0,0,9,2,2,1,西,1
11,4,0,0,1,1,1,0,西,4
0,0,0,0,9,9,9,0,西,0
0,0,0,0,9,9,9,0,西,1
0,0,0,0,9,9,9,0,西,0
1,6,0,0,2,2,2,1,南,0
3,3,0,0,9,9,9,1,南,0
1,21,0,0,1,9,9,1,南,0
0,0,0,0,9,9,9,0,南,7
3,2,0,0,9,9,9,0,南,0
4,7,0,0,1,9,9,1,南,0
7,3,0,0,9,9,9,0,南,0
11,3,0,0,2,2,2,0,南,1
8,3,0,0,1,1,1,1,南,0
8,4,0,0,1,1,3,1,南,2
2,14,0,0,2,3,3,3,南,0
9,13,0,0,2,2,3,3,南,3
7,6,0,0,3,3,3,0,南,0
9,5,0,0,3,3,3,0,南,0
0,0,0,0,9,9,9,0,南,0
5,9,0,0,2,2,2,1,南,0
7,8,0,0,2,2,2,1,南,4
7,8,0,0,2,2,2,1,南,0
3,4,0,0,9,9,9,0,南,0
4,8,0,0,2,2,3,1,南,0
15,8,0,0,1,1,1,2,南,9
7,8,0,0,1,1,1,2,南,2
8,4,0,0,2,2,2,2,南,0
7,6,0,0,2,2,2,1,南,4
5,4,0,0,9,9,9,0,南,0
15,4,0,0,1,1,1,1,南,0
9,4,0,0,9,9,9,0,南,0
6,1,0,0,9,9,9,0,南,0
3,3,0,0,9,3,9,1,南,0
10,4,0,0,9,3,9,1,南,2
15,3,0,0,9,3,3,1,南,5
0,0,0,0,9,9,9,0,南,0
3,1,0,0,9,9,9,0,南,0
8,14,0,0,9,9,9,1,南,10
1,6,0,0,9,9,9,0,南,0
5,8,0,0,1,1,9,0,南,0
11,4,0,0,9,9,9,0,南,1
0,6,0,0,9,9,9,0,南,0
0,3,0,0,3,2,3,1,南,0
3,7,0,0,1,1,1,1,南,2
28,11,0,0,3,3,3,2,南,6
6,6,0,0,9,9,9,1,南,0
8,7,0,0,9,9,9,1,南,0
0,0,0,0,9,9,9,0,南,2
4,9,0,0,9,9,9,0,南,0
10,10,0,0,9,9,9,0,南,0
0,7,0,0,9,9,9,0,南,0
0,4,0,0,9,9,9,0,南,0
5,4,0,0,9,9,9,0,南,0
5,5,0,0,1,1,1,0,南,0
4,6,0,0,1,3,3,1,南,4
4,5,0,0,1,1,1,1,南,3
20,0,0,0,9,9,9,0,南,0
3,4,0,0,1,1,3,2,南,0
4,6,0,0,9,1,1,1,南,1
0,0,0,0,9,9,9,0,南,0
9,12,0,0,9,9,9,0,南,1
0,6,0,0,9,9,9,1,南,0
7,7,0,0,1,1,3,0,南,0
6,5,0,0,1,1,3,0,南,0
12,7,0,0,1,1,3,0,南,0
6,7,0,0,1,1,9,0,南,0
6,2,0,0,9,9,9,0,南,4
6,12,0,0,1,9,9,1,南,7
13,12,0,0,1,1,1,3,南,12
0,0,0,0,9,9,9,0,南,1
2,9,0,0,1,1,1,3,南,0
13,10,0,0,1,1,1,3,南,1
8,6,0,0,1,1,1,2,南,0
9,5,0,0,1,1,1,1,南,0
4,4,0,0,1,1,1,1,南,0
0,1,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
3,5,0,0,1,9,9,0,南,0
1,3,0,0,1,9,9,0,南,0
3,5,0,0,1,1,9,0,南,0
4,3,0,0,9,9,9,0,南,0
2,6,0,0,1,9,9,0,南,0
5,8,0,0,9,9,9,0,南,0
6,7,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,2
0,8,0,0,1,1,9,1,南,0
8,2,0,0,1,1,9,1,南,0
14,12,0,0,2,2,2,3,南,0
3,5,0,0,1,1,9,0,南,0
2,3,0,0,2,2,9,1,南,0
0,0,0,0,9,9,9,0,南,0
2,2,0,0,9,9,9,1,南,1
3,2,0,0,2,2,2,1,南,0
8,9,0,0,2,2,9,1,南,3
14,0,0,0,9,9,9,0,南,5
3,4,0,0,9,9,9,0,南,0
6,6,0,0,9,9,9,0,南,2
5,7,0,0,9,9,9,0,南,0
0,5,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
5,10,0,0,9,9,9,0,南,0
5,6,0,0,1,1,1,1,南,5
1,2,0,0,9,9,9,0,南,0
4,4,0,0,9,9,9,0,南,9
4,3,0,0,9,9,9,0,南,5
0,0,0,0,9,9,9,0,南,9
7,14,0,0,9,9,1,2,南,0
10,17,0,0,1,1,9,1,南,2
6,20,0,0,1,1,1,1,南,8
9,18,0,0,1,1,1,3,南,8
5,17,0,0,1,1,1,3,南,5
6,21,0,0,1,1,1,1,南,4
8,24,0,0,1,1,1,3,南,4
0,9,0,0,9,9,9,0,南,1
5,24,0,0,1,1,1,3,南,16
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
14,24,0,0,1,1,1,3,南,10
10,18,0,0,1,1,1,3,南,13
6,18,0,0,1,1,1,3,南,4
6,21,0,0,1,1,1,3,南,5
6,21,0,0,1,1,1,1,南,7
6,21,0,0,1,1,1,1,南,0
5,21,0,0,1,1,1,1,南,6
3,11,0,0,2,2,2,1,南,5
2,13,0,0,2,2,2,1,南,0
2,5,0,0,2,2,2,1,南,0
2,9,0,0,2,9,9,2,南,0
2,20,0,0,1,1,9,1,南,1
2,31,0,0,1,9,9,1,南,0
5,15,0,0,2,2,2,1,南,6
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
6,14,0,0,2,2,2,3,南,0
13,0,0,0,9,9,9,0,南,10
30,16,0,0,2,2,2,2,南,5
15,16,0,0,2,2,2,2,南,1
9,20,0,0,2,2,2,3,南,13
2,19,0,0,2,2,2,2,南,0
5,12,0,0,2,2,2,2,南,0
14,11,0,0,2,2,2,1,南,13
8,0,0,0,9,9,9,0,南,15
14,16,0,0,2,2,2,1,南,2
7,0,0,0,9,9,9,0,南,2
4,14,0,0,1,1,1,1,南,5
2,2,0,0,9,9,9,0,南,0
3,3,0,0,9,9,9,0,南,0
3,8,0,0,1,1,1,3,南,1
2,11,0,0,2,2,2,1,南,0
8,4,0,0,9,9,9,0,南,0
1,6,0,0,2,2,2,0,南,1
1,5,0,0,2,2,2,0,南,3
0,0,0,0,9,9,9,0,南,4
5,6,0,0,2,2,3,2,南,1
6,9,0,0,2,2,2,2,南,2
2,7,0,0,2,2,3,3,南,0
3,7,0,0,2,2,3,3,南,4
7,8,0,0,2,2,3,2,南,5
4,5,0,0,2,2,3,2,南,0
0,0,0,0,9,9,9,0,南,4
1,9,0,0,2,2,2,2,南,0
3,7,0,0,1,9,9,0,南,2
3,7,0,0,2,2,2,2,南,0
2,8,0,0,1,1,9,0,南,0
5,14,0,0,1,1,9,0,南,0
12,7,0,0,1,1,9,0,南,13
2,12,0,0,1,1,9,0,南,0
0,0,0,0,9,9,9,0,南,0
4,2,0,0,9,9,9,1,南,0
4,1,0,0,3,3,2,2,南,0
2,8,0,0,3,3,3,1,南,4
6,0,0,0,9,9,9,0,南,2
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
3,8,0,0,2,2,2,1,南,2
3,0,0,0,9,9,9,0,南,0
3,0,0,0,9,9,9,0,南,0
7,7,0,0,1,1,1,1,南,5
7,0,0,0,9,9,9,0,南,2
3,11,0,0,1,1,1,3,南,5
7,14,0,0,2,2,2,3,南,2
7,4,0,0,1,1,1,1,南,0
15,0,0,0,9,9,9,0,南,0
8,1,0,0,9,9,9,0,南,0
4,7,0,0,9,9,9,0,南,0
2,0,0,0,1,1,1,1,南,0
0,0,0,0,9,9,9,0,南,4
5,3,0,0,9,9,9,0,南,0
0,7,0,0,3,3,3,0,南,0
0,0,0,0,9,9,9,0,南,0
3,0,0,0,9,9,9,0,南,0
5,13,0,0,3,3,3,0,南,6
0,3,0,0,3,3,9,0,南,0
2,9,0,0,1,1,1,2,南,0
6,0,0,0,9,9,9,0,南,0
0,2,0,0,3,3,3,0,南,0
1,2,0,0,9,9,9,0,南,0
6,0,0,0,9,9,9,0,南,1
1,4,0,0,9,9,9,0,南,0
6,16,0,0,1,1,1,2,南,4
9,0,0,0,9,9,9,0,南,14
0,7,0,0,9,9,9,0,南,0
2,2,0,0,2,2,3,2,南,1
0,0,0,0,9,9,9,0,南,6
10,6,0,0,2,2,3,1,南,5
11,10,0,0,3,3,9,1,南,5
1,7,0,0,3,3,9,1,南,5
3,5,0,0,9,9,9,1,南,0
2,4,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
8,12,0,0,2,2,2,0,南,6
9,6,0,0,2,2,2,0,南,3
1,2,0,0,9,9,9,0,南,0
1,4,0,0,9,9,9,0,南,0
3,4,0,0,9,9,9,0,南,0
2,5,0,0,2,2,2,0,南,0
5,14,0,0,9,9,9,0,南,1
2,5,0,0,1,1,9,1,南,0
2,5,0,0,1,1,9,1,南,0
0,0,0,0,9,9,9,0,南,11
11,1,0,0,1,1,9,1,南,0
1,2,0,0,1,9,9,1,南,3
0,3,0,0,9,9,9,0,南,0
3,5,0,0,1,1,1,1,南,0
3,10,0,0,1,3,9,2,南,3
14,2,0,0,2,9,9,1,南,11
4,0,0,0,9,9,9,0,南,4
2,0,0,0,9,9,9,0,南,4
3,8,0,0,1,9,9,0,南,0
8,0,0,0,9,9,9,0,南,4
3,0,0,0,9,9,9,0,南,0
16,11,0,0,2,2,2,1,南,8
0,0,0,0,9,9,9,0,南,8
2,4,0,0,3,3,3,1,南,1
2,4,0,0,2,2,3,1,南,3
3,7,0,0,9,9,9,0,南,0
3,7,0,0,2,2,2,3,南,4
3,5,0,0,1,1,1,1,南,0
5,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,1
0,0,0,0,9,9,9,0,南,0
0,1,0,0,9,9,9,0,南,0
0,1,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,3
9,12,0,0,9,9,9,1,南,9
0,1,0,0,9,9,9,0,南,0
15,11,0,0,9,9,9,1,南,4
0,0,0,0,9,9,9,0,南,0
9,4,0,0,9,9,9,1,南,0
3,5,0,0,9,9,9,1,南,6
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
23,4,0,0,9,9,9,1,南,3
0,0,0,0,9,9,9,0,南,0
2,10,0,0,2,2,2,1,南,0
4,7,0,0,1,1,9,0,南,8
13,0,0,0,9,9,9,0,南,4
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
5,3,0,0,9,9,9,0,南,0
4,1,0,0,9,9,9,0,南,0
24,6,0,0,3,3,3,2,南,16
0,0,0,0,9,9,9,0,南,4
11,10,0,0,3,3,3,3,南,17
5,5,0,0,1,9,9,1,南,0
5,1,0,0,9,9,9,0,南,7
9,4,0,0,1,1,3,0,南,1
3,4,0,0,1,1,9,0,南,0
2,3,0,0,1,1,3,0,南,0
4,8,0,0,1,1,3,0,南,11
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,1
0,0,0,0,9,9,9,0,南,8
0,0,0,0,9,9,9,0,南,0
13,7,0,0,1,9,9,2,南,0
0,0,0,0,9,9,9,0,南,0
14,4,0,0,1,9,9,1,南,2
15,3,0,0,1,9,9,2,南,0
0,0,0,0,9,9,9,0,南,1
8,11,0,0,1,9,9,2,南,2
3,10,0,0,1,9,9,2,南,0
2,7,0,0,2,2,2,3,南,1
2,9,0,0,2,2,2,2,南,0
5,12,0,0,9,9,9,0,南,0
1,10,0,0,3,3,3,1,南,3
7,12,0,0,2,9,9,2,南,15
4,12,0,0,9,9,9,2,南,7
2,6,0,0,1,9,9,1,南,0
7,6,0,0,1,2,2,1,南,5
6,0,0,0,9,9,9,0,南,4
6,6,0,0,2,2,2,1,南,6
2,7,0,0,9,9,9,1,南,3
6,7,0,0,1,2,2,1,南,0
0,7,0,0,9,1,9,0,南,0
4,10,0,0,2,2,2,2,南,3
0,0,0,0,9,9,9,0,南,3
10,9,0,0,2,2,2,0,南,3
6,13,0,0,3,3,3,1,南,7
13,20,0,0,3,3,3,1,南,5
6,0,0,0,9,9,9,0,南,0
9,7,0,0,2,2,2,0,南,0
1,2,0,0,9,9,9,0,南,0
9,12,0,0,1,1,1,1,南,3
7,12,0,0,1,1,1,1,南,1
0,4,0,0,9,2,9,0,南,0
13,8,0,0,1,1,1,1,南,3
44,9,0,0,1,1,1,1,南,6
28,10,0,0,1,1,1,1,南,5
6,19,0,0,1,1,9,0,南,6
1,13,0,0,1,1,9,0,南,0
30,4,0,0,1,2,2,1,南,0
29,0,0,0,9,9,9,0,南,3
4,9,0,0,2,2,9,0,南,8
2,3,0,0,2,2,2,0,南,1
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,4
3,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,1
1,8,0,0,2,2,2,0,南,3
0,0,0,0,9,9,9,0,南,0
2,4,0,0,2,2,2,0,南,0
2,6,0,0,2,2,2,0,南,0
4,4,0,0,9,9,9,0,南,0
3,4,0,0,9,9,9,0,南,0
3,7,0,0,2,9,9,1,南,0
4,5,0,0,9,9,3,0,南,0
4,5,0,0,9,1,9,0,南,0
4,8,0,0,9,1,9,0,南,0
0,2,0,0,2,3,2,1,南,0
0,3,0,0,3,3,3,1,南,0
4,2,0,0,2,3,2,1,南,1
6,5,0,0,1,9,9,1,南,6
6,3,0,0,3,3,9,0,南,0
8,7,0,0,1,1,2,2,南,8
12,8,0,0,2,2,2,1,南,0
0,6,0,0,9,9,9,1,南,0
5,8,0,0,2,9,9,1,南,1
7,9,0,0,1,3,3,0,南,0
3,4,0,0,9,9,9,0,南,0
2,5,0,0,2,2,2,0,南,0
3,6,0,0,3,3,3,3,南,0
7,6,0,0,2,2,9,2,南,8
9,0,0,0,9,9,9,0,南,0
5,7,0,0,2,3,2,1,南,0
7,0,0,0,9,9,9,0,南,1
6,0,0,0,9,9,9,0,南,4
4,11,0,0,1,1,1,2,南,0
0,0,0,0,9,9,9,0,南,0
0,13,0,0,1,1,1,2,南,0
0,11,0,0,1,1,3,1,南,0
2,12,0,0,2,9,2,1,南,0
3,6,0,0,2,9,9,1,南,1
2,2,0,0,1,9,9,0,南,0
10,3,0,0,9,9,9,0,南,1
3,2,0,0,1,1,1,1,南,0
13,10,0,0,3,3,3,3,南,0
0,0,0,0,9,9,9,0,南,0
2,3,0,0,1,9,9,1,南,0
3,3,0,0,1,9,9,1,南,0
1,3,0,0,1,9,9,1,南,0
3,9,0,0,1,9,9,1,南,1
2,2,0,0,9,9,9,1,南,0
8,12,0,0,1,1,9,1,南,2
4,9,0,0,2,2,2,3,南,6
0,0,0,0,9,9,9,0,南,0
5,4,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,2
7,2,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
3,2,0,0,9,9,9,0,南,0
11,2,0,0,9,9,9,0,南,0
3,4,0,0,2,3,2,1,南,0
9,5,0,0,9,2,9,0,南,1
8,5,0,0,9,2,9,1,南,2
10,3,0,0,3,9,9,1,南,2
1,15,0,0,1,9,9,0,南,4
3,9,0,0,1,1,3,1,南,3
1,3,0,0,2,2,2,2,南,0
12,5,0,0,1,9,9,1,南,2
7,7,0,0,9,9,9,0,南,0
0,6,0,0,3,3,3,1,南,0
1,7,0,0,1,1,1,0,南,0
17,5,0,0,1,1,9,2,南,0
9,5,0,0,1,1,9,1,南,0
13,4,0,0,1,1,9,1,南,0
8,8,0,0,1,1,1,2,南,0
5,10,0,0,1,1,9,1,南,0
2,3,0,0,9,9,9,0,南,0
4,5,0,0,1,1,1,0,南,9
7,6,0,0,9,9,9,0,南,2
0,0,0,0,9,9,9,0,南,0
5,3,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,1
4,7,0,0,2,2,3,1,南,11
5,12,0,0,9,9,9,0,南,4
3,4,0,0,9,9,9,0,南,0
10,3,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
9,11,0,0,2,2,2,2,南,8
0,0,0,0,9,9,9,0,南,0
15,0,0,0,9,9,9,0,南,1
0,0,0,0,9,9,9,0,南,0
0,1,0,0,9,9,9,0,南,6
15,0,0,0,9,9,9,0,南,0
13,0,0,0,9,9,9,0,南,0
15,4,0,0,1,1,1,1,南,0
7,4,0,0,1,1,1,1,南,2
5,4,0,0,1,1,1,1,南,0
9,9,0,0,1,1,1,3,南,1
0,0,0,0,9,9,9,0,南,1
5,9,0,0,1,1,1,2,南,1
1,8,0,0,1,1,9,0,南,0
0,9,0,0,9,9,9,0,南,0
2,12,0,0,2,2,3,2,南,4
3,10,0,0,1,1,1,2,南,6
1,12,0,0,2,2,3,2,南,0
1,3,0,0,1,1,1,3,南,0
5,0,0,0,9,9,9,0,南,1
3,7,0,0,2,3,3,3,南,0
15,11,0,0,1,1,3,1,南,2
4,0,0,0,9,9,9,0,南,5
6,12,0,0,1,1,9,1,南,0
4,0,0,0,9,9,9,0,南,1
0,0,0,0,9,9,9,0,南,0
22,7,0,0,1,1,1,2,南,5
7,0,0,0,9,9,9,0,南,0
7,4,0,0,1,1,1,1,南,0
6,4,0,0,1,1,9,1,南,0
9,3,0,0,1,1,2,1,南,0
8,9,0,0,1,1,3,2,南,4
11,7,0,0,1,1,9,1,南,4
2,0,0,0,1,1,2,1,南,0
0,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
5,10,0,0,9,9,9,1,南,0
4,9,0,0,9,9,9,0,南,0
2,4,0,0,2,2,2,1,南,0
2,7,0,0,1,1,1,0,南,5
14,17,0,0,1,2,1,3,南,7
5,13,0,0,2,2,2,2,南,8
9,10,0,0,2,2,2,2,南,4
14,6,0,0,1,1,9,0,南,0
0,1,0,0,9,9,9,0,南,0
4,6,0,0,1,1,1,1,南,3
4,0,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,2
2,1,0,0,3,3,3,1,南,0
3,5,0,0,9,9,9,0,南,0
1,0,0,0,9,9,9,0,南,0
22,7,0,0,1,9,9,1,南,3
14,11,0,0,1,3,9,1,南,1
5,7,0,0,1,2,9,1,南,0
15,4,0,0,1,3,9,1,南,3
15,1,0,0,3,9,9,0,南,0
1,0,0,0,1,9,9,1,南,0
7,3,0,0,3,9,9,1,南,0
12,4,0,0,1,1,9,1,南,0
2,11,0,0,1,1,1,3,南,0
1,11,0,0,1,1,1,3,南,0
7,12,0,0,1,3,3,1,南,9
4,8,0,0,3,9,3,1,南,0
15,11,0,0,3,3,3,1,南,0
4,2,0,0,9,9,3,0,南,0
4,2,0,0,9,9,9,1,南,0
4,1,0,0,9,9,9,0,南,0
6,10,0,0,1,1,1,2,南,3
1,5,0,0,9,1,1,2,南,0
3,4,0,0,1,1,1,2,南,0
9,14,0,0,3,1,1,2,南,3
0,0,0,0,9,9,9,0,南,0
2,4,0,0,9,2,9,1,南,0
5,0,0,0,9,9,9,0,南,3
3,8,0,0,9,9,9,1,南,0
3,6,0,0,1,1,1,1,南,0
5,5,0,0,1,1,1,1,南,8
8,8,0,0,1,1,1,1,南,7
4,5,0,0,1,1,1,1,南,3
6,13,0,0,1,1,1,1,南,14
14,4,0,0,1,1,2,0,南,2
6,3,0,0,1,1,9,0,南,0
5,3,0,0,1,1,9,0,南,0
10,5,0,0,1,3,9,0,南,0
8,6,0,0,1,2,2,2,南,2
28,20,0,0,2,2,2,2,南,9
5,23,0,0,3,3,3,2,南,2
30,23,0,0,1,2,2,3,南,0
7,4,0,0,3,3,3,1,南,1
6,7,0,0,9,9,9,0,南,4
6,7,0,0,9,9,9,0,南,5
2,6,0,0,9,9,9,0,南,5
4,6,0,0,1,1,1,2,南,2
1,4,0,0,9,9,9,0,南,0
4,7,0,0,1,9,9,1,南,2
2,1,0,0,2,2,3,2,南,0
1,2,0,0,1,1,1,0,南,0
9,3,0,0,1,1,1,0,南,0
5,6,0,0,1,3,1,0,南,1
6,5,0,0,3,3,3,3,南,0
0,0,0,0,9,9,9,0,南,0
2,3,0,0,9,2,9,1,南,0
5,5,0,0,3,3,3,1,南,0
5,0,0,0,9,9,9,0,南,0
4,15,0,0,1,1,1,2,南,4
3,18,0,0,2,2,2,2,南,0
8,20,0,0,1,1,1,3,南,3
2,21,0,0,2,2,2,3,南,0
0,4,0,0,3,3,3,0,南,0
14,2,0,0,1,1,9,1,南,1
6,1,0,0,1,1,9,1,南,0
0,8,0,0,9,9,9,2,南,2
4,9,0,0,1,9,9,2,南,5
17,7,0,0,1,9,9,2,南,2
6,13,0,0,9,2,9,2,南,9
5,14,0,0,9,2,9,2,南,0
7,9,0,0,1,9,9,1,南,5
4,9,0,0,1,1,1,0,南,1
1,9,0,0,1,1,1,0,南,0
13,4,0,0,1,1,2,1,南,0
15,3,0,0,1,1,1,2,南,3
5,4,0,0,1,1,1,3,南,10
1,10,0,0,3,3,3,1,南,0
5,0,0,0,9,9,9,0,南,0
1,7,0,0,2,2,2,1,南,0
2,2,0,0,9,9,9,0,南,0
8,10,0,0,3,3,3,1,南,0
0,0,0,0,9,9,9,0,南,1
0,0,0,0,9,9,9,0,南,2
6,2,0,0,3,9,9,1,南,0
7,9,0,0,9,9,1,1,南,0
6,1,0,0,1,3,1,3,南,0
9,7,0,0,1,1,3,1,南,1
6,8,0,0,1,1,3,1,南,0
4,6,0,0,1,1,9,1,南,0
0,0,0,0,9,9,9,0,南,1
8,7,0,0,1,1,9,1,南,8
4,2,0,0,1,1,9,0,南,0
4,7,0,0,1,1,1,2,南,0
3,6,0,0,1,1,1,2,南,4
3,5,0,0,1,1,1,2,南,0
2,3,0,0,1,1,1,1,南,2
6,3,0,0,1,1,1,1,南,0
4,13,0,0,1,1,1,1,南,0
9,7,0,0,2,2,2,2,南,0
1,7,0,0,2,2,2,3,南,1
6,6,0,0,2,9,2,1,南,0
4,6,0,0,2,9,2,1,南,0
5,1,0,0,9,9,9,0,南,0
3,11,0,0,3,3,3,1,南,0
2,7,0,0,1,1,1,2,南,0
7,7,0,0,1,1,1,2,南,1
6,1,0,0,1,1,1,2,南,0
0,0,0,0,9,9,9,0,南,2
5,11,0,0,1,2,2,0,南,5
3,5,0,0,3,3,3,1,南,0
2,13,0,0,3,2,9,1,南,0
3,11,0,0,3,2,9,1,南,0
9,7,0,0,9,9,9,1,南,1
9,6,0,0,1,1,2,2,南,3
22,8,0,0,9,2,2,2,南,7
14,16,0,0,1,3,9,2,南,15
14,7,0,0,1,3,9,2,南,10
13,12,0,0,1,3,9,2,南,14
7,9,0,0,1,3,2,1,南,0
0,0,0,0,9,9,9,0,南,0
2,8,0,0,9,9,9,0,南,1
1,6,0,0,9,9,9,0,南,0
6,5,0,0,2,2,2,1,南,0
6,9,0,0,3,3,3,2,南,3
3,4,0,0,9,9,9,0,南,2
1,3,0,0,9,9,9,1,南,0
15,18,0,0,2,3,2,1,南,7
5,0,0,0,9,9,9,0,南,3
1,3,0,0,9,9,9,0,南,0
1,3,0,0,9,9,9,0,南,0
0,4,0,0,9,9,9,0,南,0
13,4,0,0,9,9,9,0,南,0
28,6,0,0,2,1,9,1,南,0
6,9,0,0,1,1,1,1,南,17
3,6,0,0,3,3,9,0,南,0
4,14,0,0,2,9,9,0,南,0
8,17,0,0,1,1,1,0,南,3
2,3,0,0,3,1,9,1,南,0
4,7,0,0,1,1,1,1,南,2
6,8,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
6,12,0,0,9,9,9,0,南,0
8,7,0,0,9,9,9,0,南,0
6,6,0,0,1,1,9,2,南,0
0,1,0,0,9,9,9,0,南,0
23,2,0,0,2,2,9,0,南,0
5,2,0,0,2,2,9,1,南,0
6,9,0,0,3,3,3,1,南,1
5,11,0,0,1,1,1,3,南,0
0,0,0,0,9,9,9,0,南,0
4,7,0,0,1,1,9,0,南,0
0,4,0,0,2,2,2,1,南,0
14,0,0,0,9,9,9,0,南,2
2,3,0,0,3,1,9,0,南,0
4,5,0,0,3,9,9,0,南,0
0,7,0,0,3,9,9,1,南,0
5,3,0,0,3,9,9,1,南,1
13,7,0,0,3,9,9,1,南,1
3,7,0,0,1,1,2,1,南,0
1,5,0,0,9,9,9,0,南,0
0,2,0,0,9,2,9,1,南,0
9,4,0,0,2,2,3,2,南,1
4,4,0,0,2,2,3,2,南,3
8,6,0,0,1,1,1,1,南,4
2,7,0,0,9,9,9,0,南,0
8,0,0,0,9,9,9,0,南,3
1,6,0,0,1,1,1,3,南,0
1,6,0,0,9,1,9,2,南,0
9,5,0,0,2,2,2,3,南,0
6,10,0,0,2,9,9,1,南,0
8,9,0,0,2,2,2,3,南,4
2,5,0,0,9,9,9,0,南,0
1,5,0,0,9,9,9,0,南,0
0,3,0,0,9,9,9,0,南,0
0,0,0,0,9,9,9,0,南,0
3,3,0,0,9,9,9,0,南,0
2,4,0,0,9,9,9,0,南,0
5,5,0,0,1,1,9,1,南,0
1,6,0,0,1,1,9,0,南,4
3,3,0,0,1,1,9,0,南,0
2,5,0,0,1,1,9,0,南,1
5,9,0,0,1,1,9,0,南,3
4,5,0,0,1,1,9,0,南,1
5,9,0,0,1,1,2,1,南,0
2,10,0,0,1,1,2,1,南,2
6,0,0,0,9,9,9,0,南,0
14,18,0,0,1,1,2,0,南,2
